time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
0.607092,-0.6782330200928,-1.00168945334,-1.17541277737,1.94010219926,0.656160281268,1.01894673719,-0.483203947632,100.0,0.0816844768616,-1.00207294854,1.19190307083,1.94048569446,-0.671116593933,1.03121858348,0.501995212262,94.8553085327
0.607201,-0.6782330200928,-1.00168945334,-1.17541277737,1.94010219926,0.656160281268,1.01894673719,-0.483203947632,100.0,0.0816844768616,-1.00207294854,1.19190307083,1.94048569446,-0.671116593933,1.03121858348,0.501995212262,94.8553085327
0.617402,-0.6770825345032,-1.00130595815,-1.17541277737,1.94048569446,0.656160281268,1.01894673719,-0.482820452435,100.0,0.081300981665,-1.00283993893,1.19190307083,1.94048569446,-0.67034960354,1.03160207867,0.501611717065,94.8553085327
0.627622,-0.6770825345032,-1.00130595815,-1.17541277737,1.94048569446,0.656160281268,1.01894673719,-0.482820452435,100.0,0.081300981665,-1.00283993893,1.19190307083,1.94048569446,-0.67034960354,1.03160207867,0.501611717065,94.8553085327
0.637650,-0.6774660296996999,-1.00283993893,-1.17464578698,1.94048569446,0.656543776465,1.01894673719,-0.483970938025,100.0,0.0816844768616,-1.00168945334,1.19228656602,1.94010219926,-0.67034960354,1.03198557387,0.501611717065,94.8553085327
0.647386,-0.6778495248962,-1.00168945334,-1.17502928218,1.94086918965,0.655776786072,1.01933023239,-0.484354433221,100.0,0.081300981665,-1.00130595815,1.19190307083,1.93971870406,-0.670733098737,1.03121858348,0.500844726672,94.8553085327
0.657417,-0.6774660296996999,-1.00245644374,-1.17502928218,1.94086918965,0.656543776465,1.01933023239,-0.482820452435,100.0,0.0816844768616,-1.00130595815,1.19151957563,1.93933520887,-0.67034960354,1.03160207867,0.501995212262,94.8553085327
0.667517,-0.6786165152893,-1.00168945334,-1.17541277737,1.94125268485,0.656160281268,1.01971372758,-0.482436957239,100.0,0.0816844768616,-1.00130595815,1.19151957563,1.94010219926,-0.671116593933,1.03160207867,0.501611717065,94.8553085327
0.677440,-0.6786165152893,-1.00168945334,-1.17579627257,1.94086918965,0.656160281268,1.01894673719,-0.482820452435,100.0,0.0816844768616,-1.00245644374,1.19113608043,1.93971870406,-0.67034960354,1.03160207867,0.501611717065,94.8553085327
0.687506,-0.6778495248962,-1.00168945334,-1.17541277737,1.94086918965,0.655393290875,1.01933023239,-0.483587442828,100.0,0.0809174864685,-1.00207294854,1.19151957563,1.93971870406,-0.670733098737,1.03083508828,0.501228221869,94.8553085327
0.697482,-0.6778495248962,-1.00053896776,-1.17502928218,1.94125268485,0.655393290875,1.01933023239,-0.483587442828,100.0,0.081300981665,-1.00168945334,1.19190307083,1.93933520887,-0.669966108344,1.03160207867,0.501611717065,94.8553085327
0.707568,-0.6774660296996999,-1.00168945334,-1.17579627257,1.94125268485,0.655776786072,1.01856324199,-0.483970938025,100.0,0.081300981665,-1.00092246295,1.19151957563,1.93971870406,-0.67034960354,1.03160207867,0.501228221869,94.8553085327
0.717489,-0.6774660296996999,-1.00245644374,-1.17579627257,1.94125268485,0.656160281268,1.01894673719,-0.482820452435,100.0,0.0816844768616,-1.00168945334,1.19151957563,1.94010219926,-0.67034960354,1.03160207867,0.501228221869,94.8553085327
0.727429,-0.6774660296996999,-1.00207294854,-1.17541277737,1.94010219926,0.655776786072,1.01933023239,-0.483203947632,100.0,0.081300981665,-1.00168945334,1.19151957563,1.93971870406,-0.67034960354,1.03236906907,0.501228221869,94.8553085327
0.737566,-0.6774660296996999,-1.00168945334,-1.17541277737,1.93933520887,0.655776786072,1.01933023239,-0.483587442828,100.0,0.081300981665,-1.00168945334,1.19190307083,1.93933520887,-0.670733098737,1.03198557387,0.501611717065,94.8553085327
0.748628,-0.6774660296996999,-1.00130595815,-1.17541277737,1.94125268485,0.655776786072,1.01894673719,-0.483970938025,100.0,0.0816844768616,-1.00168945334,1.19228656602,1.94010219926,-0.671116593933,1.03083508828,0.501611717065,94.8553085327
0.757577,-0.6774660296996999,-1.00130595815,-1.17579627257,1.93971870406,0.656160281268,1.01933023239,-0.483203947632,100.0,0.0816844768616,-1.00245644374,1.19151957563,1.93895171367,-0.669582613147,1.03083508828,0.501611717065,94.8553085327
0.767444,-0.6774660296996999,-1.00168945334,-1.17579627257,1.93971870406,0.656160281268,1.01933023239,-0.483587442828,100.0,0.0809174864685,-1.00207294854,1.19151957563,1.93895171367,-0.670733098737,1.03121858348,0.501611717065,94.8553085327
0.777514,-0.6782330200928,-1.00168945334,-1.17502928218,1.94048569446,0.656160281268,1.01894673719,-0.483587442828,100.0,0.081300981665,-1.00283993893,1.19228656602,1.93933520887,-0.67150008913,1.03045159308,0.501611717065,94.8553085327
0.788233,-0.6770825345032,-1.00283993893,-1.17541277737,1.94125268485,0.656543776465,1.01971372758,-0.483587442828,100.0,0.0809174864685,-1.00207294854,1.19190307083,1.93933520887,-0.671116593933,1.03160207867,0.501611717065,94.8553085327
